"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;Фото;Описание
"Одеяло байковое";;Ермолино;Россия;;5772В-эконом-серый;140х205;;;;;;;;;;;;;;;;;;;;;;Пакет;;;;470г/м;2000925545073;;Серый;;;"Тональность изделия может отличаться от фото";;;;"75% х/б +25% вискоза";"Серый Байковое 205х140 75%  х/б+25% ПАН клетка арт. 5772В ( Эконом ) Ермолино";6;515;http://alvitek.com.ru/upload/iblock/02d/02d573724f29c355e372cfeeaf856ed1.jpeg;
Полотенце;;7-Я;Китай;;7-Я-6224;25х50;;;;;;;;;;;;;;Махра;;;;;;;;Пакет;;"20 шт.";;;2000925544984;;;;;"Тональность изделия может отличаться от фото";;;;"100% хлопок";"6224 Полярный Мишка 25х50 М (20 ) полотенце 7-Я";3;978;http://alvitek.com.ru/upload/iblock/bdc/bdc717a0734305831d99906d566d48ce.jpeg;
Одеяло;Бамбук;"AlViTek (АльВиТек)";Россия;Стандарт;ОСБ-Д-ЛС-10;140х105;Свехлегкое;;;;;;;"Бамбуковое волокно,пэ";;;"100 гр/кв.м";;;Перкаль;"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013267;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"ОСБ-Д-ЛС-10 Одеяло ""Бамбук-Лето-Стандарт"" 140х105";4;624;http://alvitek.com.ru/upload/iblock/4c1/4c1a624716d3c53d47c3dbb369772851.jpeg;"одеяло с наполнителем из бамбукового волокна 100 г/кв.м, чехол - сатин или перкаль, окантовка-косая бейка, уголок, бирка, постер, в сумке"
Одеяло;Бриз;"AlViTek (АльВиТек)";Россия;Люкс;ОВС-Д-О-10;140х105;Легкое;;;;;;;"Морские водоросли,пэ";;;"200 гр/кв.м";;;"Сатин жаккард";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013274;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ОВС-Д-О-10 Одеяло ""Бриз"" 140х105 легкое";2;705;http://alvitek.com.ru/upload/iblock/55c/55c38766c961f2d4e20ec3e885f335cd.jpeg;"одеяло с наполнителем ""Морские водоросли"" 200 г/кв.м, чехол (100% хлопок) - сатин или перкаль, косая бейка, уголок, бирка, флажок, постер, в сумке"
"Комплект постельного белья";;CLEO;;;CLEO-SP-31/284;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х245;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Пуговицы;;;;"Прямоугольная ПВХ";;;;;2000925493176;;;;;;;;;;"SP-31/284 КПБ Евро Сатин печатный ( 70х70х2 шт+50х70х2шт ) CLEO";1;2300;http://alvitek.com.ru/upload/iblock/fea/fea241c83238476818bd624de54ff55b.jpeg;
Салфетка;;7-Я;Китай;;7-Я-N34;34х34;;;;;;;;;;;;;;Ткань-Лен;;;;;;;;Пакет;;"20 шт.";;;2000925495125;;;;;"Тональность изделия может отличаться от фото";;;;"100% хлопок";"N34  Клубничка Т-Л 34х34 ( 20шт ) салфетка 7-Я";1;1173;http://alvitek.com.ru/upload/iblock/e82/e82b6eb9e5db2e6a5ab4b752ee611622.jpeg;
Наматрасник;;"AlViTek (АльВиТек)";Россия;;ПЭ-ОС-150;150х190;;Упругая;;;;;"5 см";"Регенерированное волокно";;;"12,8 кг";;;Полисатин;"100%  пэ";;;;;Пиковка;;Пакет;;;;;4607048007440;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ПЭ-ОС-150 Наматрацник 150х190 тк.смес.нап. хл.вол.";1;806;http://alvitek.com.ru/upload/iblock/899/89996e80d6c011cad94b571a6843b32f.jpeg;"Матрас, чехол ткань ПЭ, наполнитель - регенерированное волокно, бирка, в пакете"
"Одеяло байковое";;Ермолино;Россия;;"ОБ-100х140 57-3ЕТ-бирюза";100х140;;;;;;;;;;;;;;;;;;;;;;Пакет;;;;470г/м;2000925552309;;Голубой;;;"Тональность изделия может отличаться от фото";;;;"90% х/б+10%ПАН";"Бирюза Байковое  100х140 арт. 57-3ЕТ 90% х/б  Ермолино одеяло";32;273;http://alvitek.com.ru/upload/iblock/bc7/bc78eeb451aa192639e7aa83de3a20b9.jpeg;"Одеяло ""Байковые"", хлопок - 90%, ПАН - 10%"
"Одеяло байковое";;Ермолино;Россия;;"ОБ-100х140 57-5ЕТОЖ-кор";100х140;;;;;;;;;;;;;;;;;;;;;;Пакет;;;;470г/м;2000925552316;;Бирюзовый;;;"Тональность изделия может отличаться от фото";;;;"90% х/б+10%ПАН";"Коричневое Байковое  100х140  арт. 57-5ЕТОЖ 90% х/б  Ермолино одеяло";31;365;http://alvitek.com.ru/upload/iblock/a11/a11fda7e227a63a7417ad8c1e90d3745.jpeg;"Одеяло ""Байковые"", хлопок - 90%, ПАН - 10%"
"Комплект постельного белья";;CLEO;;;CLEO-SK-2/406;Двуспальное;;;"70х70 (2шт.)";180х210;230х240;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925549538;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-2/406 КПБ 2 СП Сатин печатный нав-ки ( 70х70х2 шт ) в коробке CLEO";3;2171;http://alvitek.com.ru/upload/iblock/30a/30a0210658c8d356ae42541b579b594b.jpeg;
"Комплект постельного белья";;CLEO;;;CLEO-SK-31/424;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925549644;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-31/424 КПБ Евро Сатин печатный ( 70х70х2 шт+50х70х2шт ) в коробке CLEO";1;2640;http://alvitek.com.ru/upload/iblock/c11/c114ec7f389de24413cadf3bc39fce4e.jpeg;
"Комплект постельного белья";;CLEO;;;CLEO-SK-31/402;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925549583;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-31/402 КПБ Евро Сатин печатный ( 70х70х2 шт+50х70х2шт ) в коробке CLEO";3;2640;http://alvitek.com.ru/upload/iblock/390/3907a8e08bef7f83ad4917e379ed62fd.jpeg;
"Комплект постельного белья";;CLEO;;;CLEO-SK-31/422;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925549637;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-31/422 КПБ Евро Сатин печатный ( 70х70х2 шт+50х70х2шт ) в коробке CLEO";2;2640;http://alvitek.com.ru/upload/iblock/fa3/fa3d47956c5a8d368af7a7c9601f07ab.jpeg;
"Комплект постельного белья";;CLEO;;;CLEO-SK-31/418;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925549613;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-31/418 КПБ Евро Сатин печатный ( 70х70х2 шт+50х70х2шт ) в коробке CLEO";1;2640;http://alvitek.com.ru/upload/iblock/2e3/2e376822515ee8838d6693baccaecce8.jpeg;
"Комплект постельного белья";;CLEO;;;CLEO-семья-SK-41/406;"Семейное (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925549675;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-41/406 КПБ Семья Сатин печатный ( 70х70х2 шт+50х70х2шт ) в коробке CLEO";2;3178;http://alvitek.com.ru/upload/iblock/788/788ff4f215b8f0b27262df2e65fe0582.jpeg;
"Комплект постельного белья";;CLEO;;;CLEO-семья-SK-41/415;"Семейное (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925549705;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-41/415 КПБ Семья Сатин печатный ( 70х70х2 шт+50х70х2шт ) в коробке CLEO";1;3178;http://alvitek.com.ru/upload/iblock/f2a/f2a643d519a1a8506b9f432b63878f1e.jpeg;
Одеяло;"Овечья шерсть";"AlViTek (АльВиТек)";Россия;Традиция;ШБ-О-24;210х240;Легкое;;;;;;;"Овечья шерсть,пэ";;;"200 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048007600;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ШБ-О-24  Одеяло 210х240 легкое";1;891;http://alvitek.com.ru/upload/iblock/3bd/3bdbdd7a553dd0de0ae5b248fca3e428.jpeg;"одеяло с наполнителем из овечьей шерсти 200 г/кв.м, чехол - ткань смесовая, окантовка-косая бейка, бирка, постер, в чемодане"
Одеяло;Крапива;"AlViTek (АльВиТек)";Россия;Стандарт;ОМК-Д-О-10;140х105;Легкое;;;;;;;"Волокно крапивы,пэ";;;"200 гр/кв.м";;;Микрофибра;"100%  пэ";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013328;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"ОМК-Д-О-10 Одеяло ""Крапива-Микрофибра"" 140х105 легкое";3;330;http://alvitek.com.ru/upload/iblock/323/3236641897c8e5fc8f54f9cf9f68aaa5.jpeg;"одеяло с наполнителем из  волокна крапивы 200 г/кв.м, чехол микрофибра (100% пэ) - косая бейка, бирка, постер, в сумке"
Покрывало;Традиция;"AlViTek (АльВиТек)";Россия;;ПСТ-08/180-19198/5;180х210;;;;;;;;Холфит-пласт;;;"100 гр/кв.м";;;;;;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013748;;"Набивной рисунок";"Перкаль (100% хлопок)";;"Тональность изделия может отличаться от фото";Полиэстр;;;;"ПСТ-08/180-19198/5 Покрывало ""Традиция"" 180х210";3;984;http://alvitek.com.ru/upload/iblock/4d8/4d815f8ff967295e9cfc01d3418058f8.jpeg;
Покрывало;Традиция;"AlViTek (АльВиТек)";Россия;;ПСТ-09/180-19738/2;180х210;;;;;;;;Холфит-пласт;;;"100 гр/кв.м";;;;;;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013755;;"Набивной рисунок";"Перкаль (100% хлопок)";;"Тональность изделия может отличаться от фото";Полиэстр;;;;"ПСТ-09/180-19738/2 Покрывало ""Традиция"" 180х210";2;984;http://alvitek.com.ru/upload/iblock/a66/a66728d717e80afd3c418037069cc987.jpeg;
Покрывало;Традиция;"AlViTek (АльВиТек)";Россия;;ПСТ-10/180-19735/1;180х210;;;;;;;;Холфит-пласт;;;"100 гр/кв.м";;;;;;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013762;;"Набивной рисунок";"Перкаль (100% хлопок)";;"Тональность изделия может отличаться от фото";Полиэстр;;;;"ПСТ-10/180-19735/1 Покрывало ""Традиция"" 180х210";4;984;http://alvitek.com.ru/upload/iblock/f8a/f8aed1a8d233a28e8274e5573f6edd65.jpeg;
Покрывало;Традиция;"AlViTek (АльВиТек)";Россия;;ПСТ-11/180-19483/1;180х210;;;;;;;;Холфит-пласт;;;"100 гр/кв.м";;;;;;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013779;;"Набивной рисунок";"Перкаль (100% хлопок)";;"Тональность изделия может отличаться от фото";Полиэстр;;;;"ПСТ-11/180-19483/1 Покрывало ""Традиция"" 180х210";3;984;http://alvitek.com.ru/upload/iblock/ef9/ef9f8247e9c9334f400e9b93c38859a7.jpeg;
Покрывало;Традиция;"AlViTek (АльВиТек)";Россия;;ПСТ-12/180-19494/2;180х210;;;;;;;;Холфит-пласт;;;"100 гр/кв.м";;;;;;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013786;;"Набивной рисунок";"Перкаль (100% хлопок)";;"Тональность изделия может отличаться от фото";Полиэстр;;;;"ПСТ-12/180-19494/2 Покрывало ""Традиция"" 180х210";9;984;http://alvitek.com.ru/upload/iblock/6e6/6e69ac44cd0b4c98a09b6cbd4021f806.jpeg;
Покрывало;Традиция;"AlViTek (АльВиТек)";Россия;;ПСТ-01/220-19552/1;220х210;;;;;;;;Холфит-пласт;;;"100 гр/кв.м";;;;;;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013793;;"Набивной рисунок";"Перкаль (100% хлопок)";;"Тональность изделия может отличаться от фото";Полиэстр;;;;"ПСТ-01/220-19552/1 Покрывало ""Традиция"" 220х210";5;1163;http://alvitek.com.ru/upload/iblock/fe9/fe9807399f4724e4b70cba66c42e1b04.jpeg;
