"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;Фото;Описание
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-107;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567488;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-107  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";3;1424;http://alvitek.com.ru/upload/iblock/530/5304f2e9ee650841b23e68c9e578713e.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-108;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567495;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-108  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";6;1424;http://alvitek.com.ru/upload/iblock/34f/34f6ad247031c30bc781fad69ff12fc1.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-109;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567501;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-109  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";7;1424;http://alvitek.com.ru/upload/iblock/db4/db4f1e6d7373d6c02def4077c84876e9.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-110;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567518;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-110  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";8;1424;http://alvitek.com.ru/upload/iblock/49d/49d418c91c295d1f9ccb80fd7d29aad7.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-111;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567525;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-111  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/4c7/4c70df5e05c9183f03b1434538469b82.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-112;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567532;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-112  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/376/3761830cb3cf1cb25c6077adfdbab24d.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-113;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567549;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-113  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";10;1424;http://alvitek.com.ru/upload/iblock/e24/e24089e8ade79fda99781ce70d3f5ee3.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-114;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567556;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-114  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";5;1424;http://alvitek.com.ru/upload/iblock/9a9/9a9282c9b908776bc8fd5b583ef760e5.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-115;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567563;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-115  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";8;1424;http://alvitek.com.ru/upload/iblock/811/811db93251b17f0d2cba3626ee79173f.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-116;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567570;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-116  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/6e2/6e29de4ea46c2aced8179d29ecd31d82.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-117;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567587;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-117  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";10;1424;http://alvitek.com.ru/upload/iblock/715/71508fb7482ff53fca0e69ff6b556c05.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-118;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567594;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-118  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";4;1424;http://alvitek.com.ru/upload/iblock/902/902f97ba9860191c6dfa1834a6d2a91c.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-119;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567600;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-119  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/7bc/7bcc857d8a492e473d84a05ec0111926.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-120;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567617;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-120  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";6;1424;http://alvitek.com.ru/upload/iblock/422/422e8f6d8c82a8b3ae1d3c748710b0b8.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-121;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567624;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-121  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";6;1424;http://alvitek.com.ru/upload/iblock/040/040ed47fde2138a80c67657f67fb8e2e.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-122;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567631;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-122  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";4;1424;http://alvitek.com.ru/upload/iblock/c3b/c3b050b091510f873e449bc1b0335f20.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-123;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567648;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-123  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";7;1424;http://alvitek.com.ru/upload/iblock/04e/04e24e195077e2be68c2b5560f2eb499.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-124;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567655;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-124  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";10;1424;http://alvitek.com.ru/upload/iblock/0ce/0ce8a4827ba4a101be9a42d80f4335be.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-125;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567662;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-125  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";6;1424;http://alvitek.com.ru/upload/iblock/c14/c149e35b70f708ccd42daf43e0aedc2d.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-126;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567679;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-126  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";10;1424;http://alvitek.com.ru/upload/iblock/002/00280d413f660595b3915c4801cfc40d.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-127;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567686;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-127  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/d77/d77f790ed81b3a0ec80755c8f96fc727.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-128;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567693;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-128  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";6;1424;http://alvitek.com.ru/upload/iblock/8c8/8c869ab89ee295f34506c513a69429ff.jpeg;
